 名称,许可证号,许可证有效期,地址,经营项目,经营方式,食品类型,主题类型 ,lat,lng,town
 佛山市南海区大沥一杰小卖部,SP4406821050164096,08/24/2013,佛山市南海区大沥水头陈村村西铺位31号,预包装食品,零售, , ,23.094695,113.123438,大沥镇,永丰里
 佛山市南海区官窑启莹粮油店,SP4406821050164406,08/26/2013,佛山市南海区官窑小榄圩商铺36号,预包装食品,零售, , ,23.173909,112.99677,狮山镇,华沙路
 佛山市南海区官窑衍珍粮油店,SP4406821050164391,08/26/2013,佛山市南海区官窑小榄圩商铺30号,预包装食品,零售, , ,23.173909,112.99677,狮山镇,华沙路
 佛山市南海区叶顶春副食店,SP4406821050164609,08/26/2013,佛山市南海区桂城街道平洲夏东孔溪股份经济五灯围工业开发区粤海鞋厂首层15号铺,预包装食品兼散装食品,零售, , ,23.036971,113.18012,桂城街道,佛平四路
 佛山市南海区里水高启仁熟食档,SP4406821050164295,08/26/2013,佛山市南海区里水镇河村西紫市场63号铺,散装食品,零售, , ,23.180317,113.161032,里水镇,雄星中路
 佛山市南海盐步联安通利副食店,SP4406821050165099,08/31/2013,佛山市南海区大沥镇盐步联安小桥煤炭仓第11号铺,预包装食品,零售, , ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海华鄱屋面包店,SP4406821150191823,04/26/2014,佛山市南海区大沥镇黄岐鄱阳路二号之二铺,预包装食品、散装食品、乳制品,零售, , ,23.119579,113.171136,大沥镇,鄱阳路
 佛山市南海区琳海食品店,SP4406821150191405,04/25/2014,佛山市南海区罗村联星村民委员会南区商业城综合楼一（好万家购物广场一楼内）,散装食品,零售, , ,23.055613,113.04271,狮山镇,城中路
 佛山市南海区濠赋食品商行,SP4406821150188573,04/11/2014,佛山市南海区桂城平洲夏南二上元西村,预包装食品,零售, , ,22.997871,113.230508,桂城街道,林岳大道
 佛山市南海区丹灶镇轩尧电话超市服务部,SP4406821150190881,04/24/2014,佛山市南海区丹灶镇建沙路高志永铺位自编1号铺,预包装食品、乳制品,零售, , ,23.053335,112.914423,丹灶镇,桂丹西路
 佛山市南海区官窑顺锋日杂商店,SP4406821150189148,04/12/2014,佛山市南海区官窑起凤西路一号之2,预包装食品,零售, , ,23.227341,113.07263,狮山镇,起凤西路
 佛山市南海区丹灶喜红杂货店,SP4406821150190865,04/24/2014,佛山市南海区丹灶镇华南五金产业基地新安工业区明沙中路24-8号,预包装食品,零售, , ,23.047205,112.963747,丹灶镇,明沙中路
 佛山市融贯进出口有限公司,SP4406821110190050,04/19/2014,佛山市南海区桂城简平路1号天安南海数码新城1栋514室,预包装食品、乳制品,批发兼零售, , ,23.020906,113.163026,桂城街道,简平路
 佛山市南海区西樵祥鑫百货店,SP4406821150188887,04/12/2014,佛山市南海区西樵吉水新村吉水桥头边,预包装食品、乳制品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区松岗乡凡小卖部,SP4406821150190023,04/19/2014,佛山市南海区狮山镇松岗联表西村崇善南巷81号首层西侧,预包装食品、散装食品、乳制品,零售, , ,23.159246,113.092279,狮山镇,X493(松岗大道)
 佛山市南海区西樵文津杂货店,SP4406821150188879,04/12/2014,佛山市南海区西樵镇解放路路边陈西樵衡峰商业街第2幢一楼208号,预包装食品、乳制品,批发兼零售, , ,22.951113,112.981046,西樵镇,解放路
 佛山市人来人资讯网络服务有限公司,SP4406821110190582,04/21/2014,佛山市南海区罗村街道联星大道南区商业城综合楼二座首层,预包装食品、乳制品,零售, , ,23.064716,113.088079,狮山镇,东成路
 佛山市南海区罗村乐安金脂粮油商店,SP4406821150191368,04/25/2014,佛山市南海区罗村佛山中南农产品交易中心东一区C002-004号,散装食品,零售, , ,23.031794,112.931068,丹灶镇,
 佛山市南海区丹灶平琴杂货店,SP4406821150190890,04/24/2014,佛山市南海区丹灶城区珍岗朗地段公安分局北侧103号铺,散装食品,零售, , ,23.050007,112.90691,丹灶镇,云峰路
 佛山市南海区西樵健醇杂货店,SP4406821150189599,04/17/2014,佛山市南海区西樵崇南大德市场A7号铺,预包装食品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区丹灶王健飞百货店,SP4406821150190873,04/24/2014,佛山市南海区丹灶镇南海国家生态工业示范园金玉路2号A区01、02、03、04号,预包装食品,批发兼零售, , ,23.089054,112.886824,丹灶镇,金福路
 佛山市南海区统誉日用品有限公司,SP4406821110188691,04/11/2014,佛山市南海区桂城街道平洲永安北路54号之八铺,预包装食品,零售, , ,23.035288,113.207192,桂城街道,永安北路
 佛山市南海区里水林本明商店,SP4406821150189390,04/14/2014,佛山市南海区里水镇北沙新市场003号,预包装食品,零售, , ,23.188591,113.131339,里水镇,新市场一街
 佛山市南海区桂城源之泉综合店,SP4406821150188688,04/11/2014,佛山市南海区桂城海三路鞋材城三排壹座A号,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区西樵欧泰烟酒商行,SP4406821150188918,04/12/2014,佛山市南海区西樵崇南涌口村(大德铺位),预包装食品,零售, , ,23.050921,113.176498,桂城街道,夏东涌口村聚元北路
 佛山市南海区里水彭雪江商店,SP4406821150189332,04/14/2014,佛山市南海区里水镇红旗小组五星路口1号华达铺位,预包装食品、散装食品,零售, , ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区里水誉满商店,SP4406821150189357,04/14/2014,佛山市南海区里水镇麻奢村麻石路16号,预包装食品,零售, , ,23.214794,113.114033,里水镇,里水市场大道
 佛山市南海区丹灶赵德杂货店,SP4406821150190832,04/24/2014,佛山市南海区丹灶镇西城大果牌坊对面铺位14-15号,预包装食品,零售, , ,23.03653,112.886734,丹灶镇,
 佛山市南海区和顺毅生商店,SP4406821150189381,04/14/2014,佛山市南海区里水镇和顺综合市场5号铺,预包装食品,零售, , ,23.252465,113.13058,里水镇,和顺大道
 佛山市南海区里水一可商店,SP4406821150189349,04/14/2014,佛山市南海区里水镇新兴路45号,预包装食品、乳制品,零售, , ,23.201239,113.157719,里水镇,新兴路
 佛山市南海区里水怡康桶装水店,SP4406821150189365,04/14/2014,佛山市南海区里水镇康宁路15号之二首层,预包装食品,零售, , ,23.201831,113.153132,里水镇,康宁路
 佛山市南海区香品园食品经营部,SP4406821150189461,04/14/2014,佛山市南海区桂城平洲平胜稻竹村,预包装食品、散装食品,批发兼零售, , ,23.035371,113.188345,桂城街道,怡居路
 佛山市南海松岗铭佳茶庄,SP4406821150190015,04/19/2014,佛山市南海区松岗山南群益综合市场A15号,预包装食品,零售, , ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区松岗生多商店,SP4406821150189531,04/17/2014,佛山市南海区松岗龙头龙丰商贸城001号铺,预包装食品,零售, , ,23.165777,113.112357,狮山镇,Y399(松石路)
 佛山市南海区老城商店,SP4406821150188372,04/07/2014,佛山市南海区小塘五星亨美村铺位,预包装食品,零售, , ,23.212824,113.064563,狮山镇,S82(佛山一环)
 佛山市南海锦然饮品经营部,SP4406821150189687,04/17/2014,佛山市南海区大沥镇黄岐西环路红星段南方土特产物流中心叁期9栋3号商铺,预包装食品,批发, , ,23.113082,113.192563,大沥镇,S81(广州环城高速)
 佛山市南海区中裕柏顿酒类经营部,SP4406821150188612,04/11/2014,佛山市南海区桂城百合村29座首层33号铺,预包装食品,零售, , ,23.030117,113.13667,桂城街道,南新三路
 佛山市南海区丹灶飞伦杂货店,SP4406821150190857,04/24/2014,佛山市南海区丹灶镇罗行圩鼎安路46号,预包装食品,零售, , ,23.034086,112.946771,丹灶镇,鼎安路
 佛山市南海区小塘兴业什货店,SP4406821150188477,04/10/2014,佛山市南海区小塘城区兴业路1号铺,预包装食品,零售, , ,23.206146,113.107635,里水镇,兴业路
 佛山隆汇贸易有限公司,SP4406821110190574,04/21/2014,佛山市南海区桂城南桂东路38号房地产发展大厦主楼7楼12号,预包装食品、乳制品,批发兼零售, , ,23.03463,113.139404,桂城街道,桂东路
 佛山市南海区西樵福利杂货店,SP4406821150189041,04/12/2014,佛山市南海区西樵樵生市场周边楼22、23、47、49、50号铺,预包装食品、散装食品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区桂城小田园茶庄,SP4406821150190066,04/19/2014,佛山市南海区桂城桂园西三路八号怡兴阁6号铺,预包装食品,零售, , ,23.036757,113.120849,祖庙街道,桂园西三路
 佛山市南海桂城叠 东兴购销部,SP4406821150190074,04/19/2014,佛山市南海区桂城叠滘澳边村160号,预包装食品,零售, , ,23.062447,113.122324,桂城街道,叠滘路
 佛山市南海区平洲平东源恒杂货店,SP4406821150188604,04/11/2014,佛山市南海区平洲平东玉器街,预包装食品,零售, , ,23.035463,113.191537,桂城街道,大德路
 佛山市南海九江苏淑芝鱼青档,SP4406821150189742,04/18/2014,佛山市南海区九江镇溢丰市场地下8号鱼青档,预包装食品、散装食品,零售, , ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区桂城嵘如综合店,SP4406821150188557,04/11/2014,佛山市南海区桂城北约住宅三区2号,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区西樵管理区玲玲杂货店,SP4406821150188900,04/12/2014,佛山市南海区西樵管理区九队村中心,预包装食品、乳制品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海九江朱大丽豆腐档,SP4406821150189767,04/18/2014,佛山市南海区九江洛浦汇港城综合市场豆腐9-10号档,散装食品,零售, , ,22.838823,113.019244,九江镇,G325(广南线)
 佛山市南海区西樵百业园商店,SP4406821150188895,04/12/2014,佛山市南海区西樵官山江浦西路78号（旅店）之一号铺,预包装食品、乳制品,零售, , ,22.942559,112.97265,西樵镇,江浦西路
 佛山市南海区九江沙口大昌炉具综合店,SP4406821150188758,04/11/2014,佛山市南海九江镇南方管理区金星村五星三队路口地铺,预包装食品,零售, , ,22.81885,113.01734,九江镇,酒镇大道
 佛山市南海区大沥胜茂烟茶酒商行,SP4406821150189252,04/13/2014,佛山市南海区大沥桂江农产品综合批发市场12B号楼1、2号铺,预包装食品,批发兼零售, , ,23.130706,113.11374,大沥镇,龙西新区一巷
 佛山市南海区君临酒业商行,SP4406821150188942,04/12/2014,佛山市南海区罗村罗湖区府前路罗村花苑B区19号楼首层商场72号铺,预包装食品,批发兼零售, , ,23.059126,113.050471,狮山镇,罗湖中路
 佛山市南海区盐步铭禾副食店,SP4406821150189068,04/12/2014,佛山市南海区大沥镇盐步新华街铺B215铺,预包装食品,零售, , ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区桂城和茶坊茶行,SP4406821150188565,04/11/2014,佛山市南海区桂城东二新村峦卫里144号首层,预包装食品,零售, , ,23.02919,113.145551,桂城街道,新村大道
 佛山市南海区灿强烟酒商行,SP4406821150189076,04/12/2014,佛山市南海区大沥镇盐步穗盐东路花地湾雍景豪园灏景台83座91号商铺,预包装食品,零售, , ,23.098639,113.187415,大沥镇,穗盐东路
 佛山市南海区九江恒才记日用品店,SP4406821150188731,04/11/2014,佛山市南海区九江下西洛浦大道洛星楼1号铺,预包装食品、乳制品,零售, , ,22.837495,112.998549,九江镇,洛浦路
 佛山市南海区胡先武小卖部,SP4406821050138270,04/06/2013,佛山市南海区狮山镇松岗石碣旧企村口商铺,预包装食品,零售, , ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区西樵卢云堡商店,SP4406821050138500,04/07/2013,佛山市南海区西樵镇西樵山白云洞风景区(1200立方米水池铺位)保龄球馆侧7号铺,预包装食品,零售, , ,22.932598,112.997663,西樵镇,
 佛山市南海区松岗关平商店,SP4406821050138261,04/06/2013,佛山市南海区狮山镇松岗联表村联表公路边商铺,预包装食品,零售, , ,23.159246,113.092279,狮山镇,X493(松岗大道)
 佛山市南海区桂城周宗熟食店,SP4406821050139852,04/14/2013,佛山市南海区桂城叠南汇泉农贸市场熟食档2号,散装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区潘志科粮油店,SP4406821050138245,04/06/2013,佛山市南海区狮山镇松岗显子岗显东村墟杂货档4号,预包装食品兼散装食品,零售, , ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海九江宗翔包点店,SP4406821050137935,11/17/2012,佛山市南海区九江镇下北外工村集团公司综合楼13号铺,散装食品,零售, , ,23.039088,113.145393,桂城街道,花苑中路
 佛山市南海区大沥杰喜小卖部,SP4406821050138157,04/02/2013,佛山市南海区大沥谢边桥侧机场路口6号商铺,预包装食品,零售, , ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海众健好蜂产品店,SP4406821050137687,10/10/2012,佛山市南海区大沥镇盐步河西桂水综合市场E10号,预包装食品,零售, , ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区丹灶镇胡蓉百货店,SP4406821050138010,04/06/2013,佛山市南海区丹灶镇荷村五金工业区淘金路1号,预包装食品,零售, , ,23.097451,112.900127,丹灶镇,祥龙路
 佛山市南海区九江雯兴日杂店,SP4406821050137734,09/11/2012,佛山市南海区九江镇大正路汇昌工商业城Y座604号,预包装食品兼散装食品,零售, , ,22.84452,113.007275,九江镇,大正路
 佛山市南海区盐步王友怀熟食店,SP4406821050136782,09/22/2012,佛山市南海区盐步横江劲龙综合市场肉档位10号,散装食品,零售, , ,23.110561,113.165241,大沥镇,横沙路
 佛山市南海区丹灶镇黎定权综合店,SP4406821050140424,04/16/2013,佛山市南海区丹灶镇广丰路15号华兴楼111铺,散装食品,零售, , ,23.040852,112.912944,丹灶镇,广丰路
 广州瑞莱全劲健康食品贸易有限公司南海嘉信茂广场分公司,SP4406821010138499,04/07/2013,佛山市南海区桂城街道南海大道北75号南海深国投商业中心01层K21号铺,预包装食品,批发兼零售, , ,23.035713,113.135739,桂城街道,南海大道南
 佛山市南海区大沥盐步霞妹食品店,SP4406821050138132,04/06/2013,佛山市南海区大沥镇盐步东秀官田村向阳北8号首层,预包装食品兼散装食品,零售, , ,23.094187,113.19661,大沥镇,官田大街
 佛山市南海区黄岐强仔小卖部,SP4406821050138149,04/06/2013,佛山市南海区大沥镇黄岐岐东一巷一号,预包装食品,零售, , ,23.116134,113.168416,大沥镇,S361(北村大道)
 佛山市南海区盐步陈桂熟食档,SP4406821050136452,09/22/2012,佛山市南海区盐步横江劲龙综合市场烧腊档位5号,散装食品,零售, , ,23.110561,113.165241,大沥镇,横沙路
 佛山市南海区海燕凉茶店,SP4406821050140019,04/14/2013,佛山市南海区九江镇沙头英明忠义村十字街东便对涌四巷1号,预包装食品兼散装食品,零售, , ,22.893492,113.034317,九江镇,先锋村大街
